Physics,Chemistry,Maths,Total,Category,Percentile,Rank
46,56,98,200,OBC,87.07,16718
84,47,71,202,General,87.07,16718
46,92,64,202,General,87.07,16718
3,95,100,198,SC,87.07,16718
80,23,99,202,General,87.07,16718
72,68,60,200,OBC,87.07,16718
65,87,48,200,OBC,87.07,16718
52,85,63,200,OBC,87.07,16718
24,94,82,200,OBC,87.07,16718
97,88,15,200,OBC,87.07,16718
32,77,91,200,OBC,87.07,16718
46,68,84,198,SC,87.07,16718
40,82,78,200,OBC,87.07,16718
39,58,99,196,ST,87.07,16718
3,97,100,200,OBC,87.07,16718
65,66,71,202,General,87.07,16718
64,43,93,200,OBC,87.07,16718
74,79,43,196,ST,87.07,16718
94,90,12,196,ST,87.07,16718
82,32,86,200,OBC,87.07,16718
87,69,42,198,SC,87.07,16718
88,84,30,202,General,87.07,16718
39,75,86,200,OBC,87.07,16718
84,60,58,202,General,87.07,16718
81,44,77,202,General,87.07,16718
40,91,69,200,OBC,87.07,16718
49,95,58,202,General,87.07,16718
68,81,49,198,SC,87.07,16718
90,54,58,202,General,87.07,16718
47,100,53,200,OBC,87.07,16718
100,40,62,202,General,87.07,16718
97,92,9,198,SC,87.07,16718
63,65,70,198,SC,87.07,16718
87,60,53,200,OBC,87.07,16718
47,95,56,198,SC,87.07,16718
70,54,72,196,ST,87.07,16718
19,91,92,202,General,87.07,16718
84,38,76,198,SC,87.07,16718
91,38,73,202,General,87.07,16718
95,32,73,200,OBC,87.07,16718
68,39,93,200,OBC,87.07,16718
82,57,57,196,ST,87.07,16718
90,47,65,202,General,87.07,16718
82,80,40,202,General,87.07,16718
78,67,57,202,General,87.07,16718
22,89,90,201,EWS,87.07,16718
95,81,24,200,OBC,87.07,16718
36,86,74,196,ST,87.07,16718
46,100,52,198,SC,87.07,16718
81,93,26,200,OBC,87.07,16718
74,73,51,198,SC,87.07,16718
64,79,59,202,General,87.07,16718
18,98,82,198,SC,87.07,16718
47,61,94,202,General,87.07,16718
70,62,69,201,EWS,87.07,16718
78,59,63,200,OBC,87.07,16718
95,80,25,200,OBC,87.07,16718
73,100,27,200,OBC,87.07,16718
80,18,98,196,ST,87.07,16718
44,63,93,200,OBC,87.07,16718
99,31,72,202,General,87.07,16718
60,84,58,202,General,87.07,16718
10,98,90,198,SC,87.07,16718
68,60,70,198,SC,87.07,16718
88,59,55,202,General,87.07,16718
94,36,68,198,SC,87.07,16718
84,100,16,200,OBC,87.07,16718
76,37,85,198,SC,87.07,16718
84,41,77,202,General,87.07,16718
58,82,58,198,SC,87.07,16718
80,59,61,200,OBC,87.07,16718
99,33,69,201,EWS,87.07,16718
20,93,89,202,General,87.07,16718
96,21,85,202,General,87.07,16718
79,75,44,198,SC,87.07,16718
66,86,48,200,OBC,87.07,16718
85,37,80,202,General,87.07,16718
77,26,99,202,General,87.07,16718
11,92,97,200,OBC,87.07,16718
93,39,69,201,EWS,87.07,16718
84,47,70,201,EWS,87.07,16718
83,35,82,200,OBC,87.07,16718
63,88,47,198,SC,87.07,16718
20,92,88,200,OBC,87.07,16718
84,42,75,201,EWS,87.07,16718
94,63,45,202,General,87.07,16718
86,78,32,196,ST,87.07,16718
66,95,41,202,General,87.07,16718
79,57,65,201,EWS,87.07,16718
53,93,56,202,General,87.07,16718
82,79,39,200,OBC,87.07,16718
59,60,79,198,SC,87.07,16718
61,85,56,202,General,87.07,16718
93,75,34,202,General,87.07,16718
16,97,87,200,OBC,87.07,16718
10,95,96,201,EWS,87.07,16718
93,62,47,202,General,87.07,16718
65,55,82,202,General,87.07,16718
62,52,88,202,General,87.07,16718
69,84,43,196,ST,87.07,16718
87,94,19,200,EWS,86.92,17108
80,100,21,201,General,86.92,17108
67,60,74,201,General,86.92,17108
89,89,23,201,General,86.92,17108
61,91,49,201,General,86.92,17108
95,87,19,201,General,86.92,17108
73,86,38,197,SC,86.92,17108
71,53,73,197,SC,86.92,17108
68,94,39,201,General,86.92,17108
71,97,33,201,General,86.92,17108
88,48,65,201,General,86.92,17108
88,27,86,201,General,86.92,17108
98,44,59,201,General,86.92,17108
83,60,56,199,OBC,86.92,17108
34,80,87,201,General,86.92,17108
55,86,58,199,OBC,86.92,17108
84,36,81,201,General,86.92,17108
90,87,24,201,General,86.92,17108
68,82,47,197,SC,86.92,17108
56,49,94,199,OBC,86.92,17108
39,91,69,199,OBC,86.92,17108
73,72,54,199,OBC,86.92,17108
94,55,52,201,General,86.92,17108
70,46,85,201,General,86.92,17108
75,51,75,201,General,86.92,17108
72,79,50,201,General,86.92,17108
63,82,56,201,General,86.92,17108
80,63,58,201,General,86.92,17108
39,57,99,195,ST,86.92,17108
75,42,84,201,General,86.92,17108
30,84,87,201,General,86.92,17108
67,45,89,201,General,86.92,17108
83,69,49,201,General,86.92,17108
97,53,51,201,General,86.92,17108
53,55,93,201,General,86.92,17108
36,100,65,201,General,86.92,17108
84,21,96,201,General,86.92,17108
90,43,68,201,General,86.92,17108
55,80,60,195,ST,86.92,17108
21,89,90,200,EWS,86.92,17108
57,100,44,201,General,86.92,17108
52,79,69,200,EWS,86.92,17108
81,98,22,201,General,86.92,17108
86,61,53,200,EWS,86.92,17108
81,65,53,199,OBC,86.92,17108
34,69,96,199,OBC,86.92,17108
51,72,78,201,General,86.92,17108
34,85,78,197,SC,86.92,17108
7,96,98,201,General,86.92,17108
100,69,26,195,ST,86.92,17108
87,89,23,199,OBC,86.92,17108
68,72,59,199,OBC,86.92,17108
75,59,67,201,General,86.92,17108
52,53,95,200,EWS,86.92,17108
65,56,78,199,OBC,86.92,17108
89,69,42,200,EWS,86.92,17108
65,52,84,201,General,86.92,17108
74,52,73,199,OBC,86.92,17108
11,92,92,195,ST,86.92,17108
64,75,60,199,OBC,86.92,17108
94,68,39,201,General,86.92,17108
88,22,89,199,OBC,86.92,17108
70,51,79,200,EWS,86.92,17108
68,81,52,201,General,86.92,17108
95,38,64,197,SC,86.92,17108
88,55,58,201,General,86.92,17108
73,54,68,195,ST,86.92,17108
52,57,91,200,EWS,86.92,17108
59,93,43,195,ST,86.92,17108
97,97,7,201,General,86.92,17108
98,55,48,201,General,86.92,17108
40,67,94,201,General,86.92,17108
68,32,99,199,OBC,86.92,17108
97,77,26,200,EWS,86.92,17108
53,94,52,199,OBC,86.92,17108
48,49,100,197,SC,86.92,17108
5,96,96,197,SC,86.92,17108
97,57,47,201,General,86.92,17108
43,97,59,199,OBC,86.92,17108
89,72,39,200,EWS,86.92,17108
56,76,67,199,OBC,86.92,17108
65,79,51,195,ST,86.92,17108
93,49,59,201,General,86.92,17108
80,97,22,199,OBC,86.92,17108
61,42,94,197,SC,86.92,17108
19,92,88,199,OBC,86.92,17108
100,62,39,201,General,86.92,17108
89,36,72,197,SC,86.92,17108
63,84,54,201,General,86.92,17108
60,87,54,201,General,86.92,17108
73,45,83,201,General,86.92,17108
97,61,37,195,ST,86.92,17108
81,34,82,197,SC,86.92,17108
93,63,45,201,General,86.92,17108
71,51,79,201,General,86.92,17108
40,57,98,195,ST,86.92,17108
48,69,82,199,OBC,86.92,17108
25,76,98,199,OBC,86.92,17108
83,14,98,195,ST,86.92,17108
77,23,97,197,SC,86.92,17108
18,97,84,199,OBC,86.92,17108
67,83,49,199,OBC,86.92,17108
68,100,32,200,EWS,86.92,17108
93,88,20,201,General,86.92,17108
27,76,96,199,OBC,86.92,17108
86,36,79,201,General,86.92,17108
78,62,57,197,SC,86.92,17108
54,58,85,197,SC,86.92,17108
100,46,49,195,ST,86.92,17108
92,83,22,197,SC,86.92,17108
79,74,47,200,EWS,86.92,17108
50,64,85,199,OBC,86.92,17108
89,96,14,199,OBC,86.92,17108
60,91,44,195,ST,86.92,17108
12,91,98,201,General,86.92,17108
47,95,55,197,SC,86.92,17108
70,95,34,199,OBC,86.92,17108
52,70,77,199,OBC,86.92,17108
80,59,62,201,General,86.92,17108
50,62,85,197,SC,86.92,17108
82,49,70,201,General,86.92,17108
40,92,67,199,OBC,86.92,17108
93,99,5,197,SC,86.92,17108
12,92,97,201,General,86.92,17108
63,99,38,200,EWS,86.92,17108
87,64,50,201,General,86.92,17108
99,35,63,197,SC,86.92,17108
28,99,73,200,EWS,86.92,17108
97,17,87,201,General,86.92,17108
23,82,94,199,OBC,86.92,17108
80,52,67,199,OBC,86.92,17108
61,46,93,200,EWS,86.92,17108
2,100,99,201,General,86.92,17108
31,84,86,201,General,86.92,17108
78,55,66,199,OBC,86.92,17108
54,50,97,201,General,86.92,17108
86,59,52,197,SC,86.92,17108
97,32,72,201,General,86.92,17108
63,57,79,199,OBC,86.92,17108
94,9,96,199,OBC,86.92,17108
89,55,55,199,OBC,86.92,17108
81,52,68,201,General,86.92,17108
65,71,61,197,SC,86.92,17108
89,65,47,201,General,86.92,17108
74,66,59,199,OBC,86.92,17108
76,96,29,201,General,86.92,17108
53,87,57,197,SC,86.92,17108
87,53,59,199,OBC,86.92,17108
27,82,90,199,OBC,86.92,17108
44,62,93,199,OBC,86.92,17108
33,81,87,201,General,86.92,17108
99,60,42,201,General,86.92,17108
22,90,85,197,SC,86.92,17108
68,68,65,201,General,86.92,17108
52,94,55,201,General,86.92,17108
34,68,98,200,EWS,86.92,17108
89,84,28,201,General,86.92,17108
46,99,56,201,General,86.92,17108
60,56,85,201,General,86.92,17108
86,59,56,201,General,86.92,17108
33,64,98,195,ST,86.92,17108
89,47,65,201,General,86.92,17108
38,78,84,200,EWS,86.92,17108
83,59,57,199,OBC,86.92,17108
10,93,98,201,General,86.92,17108
83,61,53,197,SC,86.92,17108
19,94,87,200,EWS,86.92,17108
73,31,95,199,OBC,86.92,17108
91,100,10,201,General,86.92,17108
25,83,91,199,OBC,86.92,17108
59,98,44,201,General,86.92,17108
42,63,96,201,General,86.92,17108
50,64,85,199,OBC,86.92,17108
77,64,60,201,General,86.92,17108
56,59,85,200,EWS,86.92,17108
64,62,73,199,OBC,86.92,17108
47,61,93,201,General,86.92,17108
32,70,99,201,General,86.92,17108
38,93,66,197,SC,86.92,17108
47,84,70,201,General,86.92,17108
61,63,73,197,SC,86.92,17108
83,31,86,200,EWS,86.92,17108
62,74,65,201,General,86.92,17108
96,81,22,199,OBC,86.92,17108
45,68,86,199,OBC,86.92,17108
98,19,82,199,OBC,86.92,17108
60,95,44,199,OBC,86.92,17108
89,99,13,201,General,86.92,17108
51,63,85,199,OBC,86.92,17108
70,33,96,199,OBC,86.92,17108
90,96,15,201,General,86.92,17108
69,100,32,201,General,86.92,17108
66,89,42,197,SC,86.92,17108
67,39,95,201,General,86.92,17108
52,66,81,199,OBC,86.92,17108
91,20,86,197,SC,86.92,17108
96,34,67,197,SC,86.92,17108
78,61,62,201,General,86.92,17108
95,54,51,200,EWS,86.92,17108
97,79,23,199,OBC,86.92,17108
84,79,38,201,General,86.92,17108
86,30,81,197,SC,86.92,17108
19,88,94,201,General,86.92,17108
76,61,64,201,General,86.92,17108
83,38,80,201,General,86.92,17108
100,43,58,201,General,86.92,17108
55,85,60,200,EWS,86.92,17108
73,45,77,195,ST,86.92,17108
50,57,94,201,General,86.92,17108
63,50,86,199,OBC,86.92,17108
46,80,75,201,General,86.92,17108
62,88,48,198,OBC,86.77,17503
58,95,43,196,SC,86.77,17503
39,95,66,200,General,86.77,17503
78,73,48,199,EWS,86.77,17503
97,29,72,198,OBC,86.77,17503
96,8,94,198,OBC,86.77,17503
68,86,46,200,General,86.77,17503
80,60,60,200,General,86.77,17503
62,97,41,200,General,86.77,17503
64,79,53,196,SC,86.77,17503
92,95,11,198,OBC,86.77,17503
80,63,55,198,OBC,86.77,17503
59,72,69,200,General,86.77,17503
55,56,83,194,ST,86.77,17503
71,99,28,198,OBC,86.77,17503
62,61,71,194,ST,86.77,17503
66,80,54,200,General,86.77,17503
70,93,33,196,SC,86.77,17503
74,67,57,198,OBC,86.77,17503
74,84,38,196,SC,86.77,17503
47,85,68,200,General,86.77,17503
99,47,50,196,SC,86.77,17503
73,48,79,200,General,86.77,17503
95,57,46,198,OBC,86.77,17503
56,63,79,198,OBC,86.77,17503
98,21,79,198,OBC,86.77,17503
25,84,87,196,SC,86.77,17503
16,84,100,200,General,86.77,17503
80,65,55,200,General,86.77,17503
93,32,75,200,General,86.77,17503
61,49,88,198,OBC,86.77,17503
75,36,89,200,General,86.77,17503
53,99,44,196,SC,86.77,17503
41,61,94,196,SC,86.77,17503
97,36,61,194,ST,86.77,17503
51,97,52,200,General,86.77,17503
42,92,65,199,EWS,86.77,17503
83,97,20,200,General,86.77,17503
91,10,97,198,OBC,86.77,17503
39,99,58,196,SC,86.77,17503
22,82,94,198,OBC,86.77,17503
85,21,88,194,ST,86.77,17503
81,97,18,196,SC,86.77,17503
99,85,16,200,General,86.77,17503
48,79,67,194,ST,86.77,17503
84,14,98,196,SC,86.77,17503
83,59,56,198,OBC,86.77,17503
79,92,29,200,General,86.77,17503
83,86,29,198,OBC,86.77,17503
73,92,33,198,OBC,86.77,17503
53,75,72,200,General,86.77,17503
77,37,82,196,SC,86.77,17503
90,67,39,196,SC,86.77,17503
35,95,70,200,General,86.77,17503
46,84,69,199,EWS,86.77,17503
66,92,42,200,General,86.77,17503
99,67,34,200,General,86.77,17503
72,74,48,194,ST,86.77,17503
64,91,44,199,EWS,86.77,17503
66,69,65,200,General,86.77,17503
78,30,91,199,EWS,86.77,17503
72,65,61,198,OBC,86.77,17503
91,93,16,200,General,86.77,17503
98,37,65,200,General,86.77,17503
66,97,37,200,General,86.77,17503
87,91,16,194,ST,86.77,17503
35,68,97,200,General,86.77,17503
66,100,32,198,OBC,86.77,17503
81,40,77,198,OBC,86.77,17503
80,60,56,196,SC,86.77,17503
60,85,55,200,General,86.77,17503
98,87,13,198,OBC,86.77,17503
35,74,89,198,OBC,86.77,17503
64,44,86,194,ST,86.77,17503
99,60,37,196,SC,86.77,17503
85,47,66,198,OBC,86.77,17503
48,87,65,200,General,86.77,17503
32,93,75,200,General,86.77,17503
80,99,21,200,General,86.77,17503
80,44,76,200,General,86.77,17503
87,100,7,194,ST,86.77,17503
48,69,77,194,ST,86.77,17503
76,25,97,198,OBC,86.77,17503
3,100,97,200,General,86.77,17503
52,53,89,194,ST,86.77,17503
36,77,87,200,General,86.77,17503
27,70,99,196,SC,86.77,17503
85,31,78,194,ST,86.77,17503
80,55,63,198,OBC,86.77,17503
80,34,86,200,General,86.77,17503
99,1,96,196,SC,86.77,17503
94,28,78,200,General,86.77,17503
97,45,56,198,OBC,86.77,17503
16,98,82,196,SC,86.77,17503
78,72,49,199,EWS,86.77,17503
70,54,74,198,OBC,86.77,17503
91,72,33,196,SC,86.77,17503
18,88,92,198,OBC,86.77,17503
98,73,29,200,General,86.77,17503
82,55,62,199,EWS,86.77,17503
43,97,60,200,General,86.77,17503
45,73,80,198,OBC,86.77,17503
80,64,56,200,General,86.77,17503
84,84,30,198,OBC,86.77,17503
98,56,45,199,EWS,86.77,17503
65,61,73,199,EWS,86.77,17503
25,85,88,198,OBC,86.77,17503
58,52,86,196,SC,86.77,17503
74,64,60,198,OBC,86.77,17503
100,20,78,198,OBC,86.77,17503
94,65,40,199,EWS,86.77,17503
55,75,70,200,General,86.77,17503
73,78,47,198,OBC,86.77,17503
4,94,100,198,OBC,86.77,17503
83,56,57,196,SC,86.77,17503
39,76,85,200,General,86.77,17503
71,54,75,200,General,86.77,17503
57,87,52,196,SC,86.77,17503
52,88,58,198,OBC,86.77,17503
66,63,67,196,SC,86.77,17503
97,13,89,199,EWS,86.77,17503
42,98,60,200,General,86.77,17503
78,30,92,200,General,86.77,17503
78,95,27,200,General,86.77,17503
95,72,31,198,OBC,86.77,17503
73,80,45,198,OBC,86.77,17503
69,56,75,200,General,86.77,17503
53,87,59,199,EWS,86.77,17503
27,82,91,200,General,86.77,17503
83,45,68,196,SC,86.77,17503
45,93,60,198,OBC,86.77,17503
67,77,52,196,SC,86.77,17503
94,16,89,199,EWS,86.77,17503
41,88,71,200,General,86.77,17503
97,38,63,198,OBC,86.77,17503
42,87,71,200,General,86.77,17503
84,71,41,196,SC,86.77,17503
92,87,21,200,General,86.77,17503
50,60,84,194,ST,86.77,17503
73,69,52,194,ST,86.77,17503
83,96,21,200,General,86.77,17503
74,74,50,198,OBC,86.77,17503
55,88,56,199,EWS,86.77,17503
45,93,61,199,EWS,86.77,17503
58,68,72,198,OBC,86.77,17503
45,72,81,198,OBC,86.77,17503
49,52,99,200,General,86.77,17503
22,80,96,198,OBC,86.77,17503
89,56,53,198,OBC,86.77,17503
70,49,81,200,General,86.77,17503
99,72,25,196,SC,86.77,17503
75,79,42,196,SC,86.77,17503
54,91,55,200,General,86.77,17503
40,100,56,196,SC,86.77,17503
94,80,22,196,SC,86.77,17503
81,60,57,198,OBC,86.77,17503
35,71,90,196,SC,86.77,17503
33,93,72,198,OBC,86.77,17503
88,16,92,196,SC,86.77,17503
83,59,54,196,SC,86.77,17503
50,81,65,196,SC,86.77,17503
57,90,49,196,SC,86.77,17503
85,68,47,200,General,86.77,17503
78,62,60,200,General,86.77,17503
60,86,54,200,General,86.77,17503
79,76,41,196,SC,86.77,17503
91,22,87,200,General,86.77,17503
84,98,14,196,SC,86.77,17503
100,77,23,200,General,86.77,17503
87,95,18,200,General,86.77,17503
80,96,22,198,OBC,86.77,17503
76,99,25,200,General,86.77,17503
58,56,86,200,General,86.77,17503
70,97,31,198,OBC,86.77,17503
73,85,42,200,General,86.77,17503
40,60,100,200,General,86.77,17503
67,73,60,200,General,86.77,17503
100,38,60,198,OBC,86.77,17503
96,46,58,200,General,86.77,17503
61,66,73,200,General,86.77,17503
28,99,69,196,SC,86.77,17503
64,41,93,198,OBC,86.77,17503
39,91,70,200,General,86.77,17503
87,16,97,200,General,86.77,17503
53,76,70,199,EWS,86.77,17503
56,97,47,200,General,86.77,17503
69,72,57,198,OBC,86.77,17503
89,54,55,198,OBC,86.77,17503
76,40,84,200,General,86.77,17503
86,16,98,200,General,86.77,17503
51,50,97,198,OBC,86.77,17503
63,69,62,194,ST,86.77,17503
77,36,85,198,OBC,86.77,17503
92,66,42,200,General,86.77,17503
80,34,85,199,EWS,86.77,17503
65,52,83,200,General,86.77,17503
47,58,89,194,ST,86.77,17503
68,69,59,196,SC,86.77,17503
80,40,76,196,SC,86.77,17503
64,78,58,200,General,86.77,17503
99,85,16,200,General,86.77,17503
99,75,26,200,General,86.77,17503
98,22,80,200,General,86.77,17503
65,69,65,199,EWS,86.77,17503
35,89,75,199,EWS,86.77,17503
83,24,93,200,General,86.77,17503
61,82,57,200,General,86.77,17503
52,99,45,196,SC,86.77,17503
65,91,44,200,General,86.77,17503
56,42,100,198,OBC,86.77,17503
96,23,81,200,General,86.77,17503
82,81,36,199,EWS,86.77,17503
98,60,41,199,EWS,86.77,17503
58,56,86,200,General,86.77,17503
85,33,82,200,General,86.77,17503
22,84,92,198,OBC,86.77,17503
64,70,66,200,General,86.77,17503
55,80,65,200,General,86.77,17503
63,84,53,200,General,86.77,17503
84,95,21,200,General,86.77,17503
33,80,87,200,General,86.77,17503
81,86,29,196,SC,86.77,17503
60,40,99,199,EWS,86.77,17503
100,42,58,200,General,86.77,17503
91,10,93,194,ST,86.77,17503
21,79,100,200,General,86.77,17503
77,63,56,196,SC,86.77,17503
80,72,46,198,OBC,86.77,17503
77,37,86,200,General,86.77,17503
88,97,14,199,EWS,86.77,17503
57,80,61,198,OBC,86.77,17503
89,77,30,196,SC,86.77,17503
98,7,93,198,OBC,86.77,17503
97,55,48,200,General,86.77,17503
32,91,73,196,SC,86.77,17503
33,100,67,200,General,86.77,17503
76,82,42,200,General,86.77,17503
96,22,76,194,ST,86.77,17503
84,55,57,196,SC,86.77,17503
19,89,90,198,OBC,86.77,17503
95,13,90,198,OBC,86.77,17503
79,72,49,200,General,86.77,17503
84,35,79,198,OBC,86.77,17503
21,87,92,200,General,86.77,17503
92,79,28,199,EWS,86.77,17503
93,33,72,198,OBC,86.77,17503
77,84,39,200,General,86.77,17503
95,72,33,200,General,86.77,17503
74,32,94,200,General,86.77,17503
85,99,16,200,General,86.77,17503
73,96,27,196,SC,86.77,17503
82,96,22,200,General,86.77,17503
98,12,88,198,OBC,86.77,17503
29,92,79,200,General,86.77,17503
50,84,66,200,General,86.77,17503
33,74,91,198,OBC,86.77,17503
87,40,73,200,General,86.77,17503
92,71,36,199,EWS,86.77,17503
58,94,48,200,General,86.77,17503
56,65,73,194,ST,86.77,17503
9,89,100,198,OBC,86.77,17503
39,73,88,200,General,86.77,17503
63,38,99,200,General,86.77,17503
55,82,61,198,OBC,86.77,17503
84,41,71,196,SC,86.77,17503
82,93,24,199,EWS,86.77,17503
84,61,55,200,General,86.77,17503
39,85,76,200,General,86.77,17503
75,62,61,198,OBC,86.77,17503
35,67,98,200,General,86.77,17503
79,93,24,196,SC,86.77,17503
58,70,70,198,OBC,86.77,17503
95,6,93,194,ST,86.77,17503
63,85,51,199,General,86.62,17902
74,31,92,197,OBC,86.62,17902
61,60,78,199,General,86.62,17902
49,82,68,199,General,86.62,17902
83,48,68,199,General,86.62,17902
94,9,96,199,General,86.62,17902
64,73,61,198,EWS,86.62,17902
97,77,25,199,General,86.62,17902
96,14,87,197,OBC,86.62,17902
73,54,68,195,SC,86.62,17902
71,40,84,195,SC,86.62,17902
95,56,47,198,EWS,86.62,17902
75,26,98,199,General,86.62,17902
39,70,90,199,General,86.62,17902
55,62,81,198,EWS,86.62,17902
81,87,30,198,EWS,86.62,17902
81,87,31,199,General,86.62,17902
36,75,88,199,General,86.62,17902
26,97,76,199,General,86.62,17902
48,89,61,198,EWS,86.62,17902
82,79,32,193,ST,86.62,17902
79,70,48,197,OBC,86.62,17902
50,70,77,197,OBC,86.62,17902
95,90,14,199,General,86.62,17902
21,100,76,197,OBC,86.62,17902
96,29,74,199,General,86.62,17902
78,32,89,199,General,86.62,17902
65,41,89,195,SC,86.62,17902
90,71,34,195,SC,86.62,17902
41,90,66,197,OBC,86.62,17902
92,22,85,199,General,86.62,17902
46,61,88,195,SC,86.62,17902
30,77,88,195,SC,86.62,17902
82,84,33,199,General,86.62,17902
61,84,54,199,General,86.62,17902
82,21,94,197,OBC,86.62,17902
81,68,46,195,SC,86.62,17902
70,43,86,199,General,86.62,17902
51,68,80,199,General,86.62,17902
89,87,23,199,General,86.62,17902
99,56,42,197,OBC,86.62,17902
62,47,84,193,ST,86.62,17902
60,65,73,198,EWS,86.62,17902
65,69,63,197,OBC,86.62,17902
45,96,58,199,General,86.62,17902
83,41,75,199,General,86.62,17902
97,18,78,193,ST,86.62,17902
18,81,98,197,OBC,86.62,17902
58,61,78,197,OBC,86.62,17902
57,57,85,199,General,86.62,17902
66,59,70,195,SC,86.62,17902
54,66,79,199,General,86.62,17902
86,27,80,193,ST,86.62,17902
17,87,93,197,OBC,86.62,17902
81,93,25,199,General,86.62,17902
95,73,27,195,SC,86.62,17902
68,84,45,197,OBC,86.62,17902
88,96,13,197,OBC,86.62,17902
38,68,93,199,General,86.62,17902
77,30,90,197,OBC,86.62,17902
76,80,39,195,SC,86.62,17902
82,36,77,195,SC,86.62,17902
81,72,40,193,ST,86.62,17902
69,50,79,198,EWS,86.62,17902
31,65,99,195,SC,86.62,17902
35,67,95,197,OBC,86.62,17902
80,30,89,199,General,86.62,17902
74,54,67,195,SC,86.62,17902
72,76,47,195,SC,86.62,17902
87,68,44,199,General,86.62,17902
64,63,70,197,OBC,86.62,17902
76,71,52,199,General,86.62,17902
76,75,48,199,General,86.62,17902
10,99,90,199,General,86.62,17902
34,70,93,197,OBC,86.62,17902
93,2,100,195,SC,86.62,17902
27,97,73,197,OBC,86.62,17902
43,59,97,199,General,86.62,17902
35,75,89,199,General,86.62,17902
28,94,76,198,EWS,86.62,17902
65,70,64,199,General,86.62,17902
69,41,89,199,General,86.62,17902
78,30,91,199,General,86.62,17902
93,6,100,199,General,86.62,17902
65,34,100,199,General,86.62,17902
86,44,67,197,OBC,86.62,17902
91,31,75,197,OBC,86.62,17902
85,30,78,193,ST,86.62,17902
92,73,28,193,ST,86.62,17902
36,100,63,199,General,86.62,17902
27,89,83,199,General,86.62,17902
44,73,80,197,OBC,86.62,17902
68,37,94,199,General,86.62,17902
98,11,88,197,OBC,86.62,17902
98,66,31,195,SC,86.62,17902
34,65,98,197,OBC,86.62,17902
70,89,36,195,SC,86.62,17902
87,69,39,195,SC,86.62,17902
76,89,34,199,General,86.62,17902
85,59,55,199,General,86.62,17902
77,63,59,199,General,86.62,17902
29,70,100,199,General,86.62,17902
56,82,59,197,OBC,86.62,17902
47,50,100,197,OBC,86.62,17902
43,77,79,199,General,86.62,17902
78,31,90,199,General,86.62,17902
98,47,53,198,EWS,86.62,17902
55,70,74,199,General,86.62,17902
94,48,55,197,OBC,86.62,17902
62,64,71,197,OBC,86.62,17902
64,96,35,195,SC,86.62,17902
72,31,96,199,General,86.62,17902
36,75,82,193,ST,86.62,17902
57,60,80,197,OBC,86.62,17902
97,79,21,197,OBC,86.62,17902
70,76,53,199,General,86.62,17902
72,65,60,197,OBC,86.62,17902
83,71,43,197,OBC,86.62,17902
17,84,96,197,OBC,86.62,17902
61,40,94,195,SC,86.62,17902
91,14,93,198,EWS,86.62,17902
38,70,87,195,SC,86.62,17902
95,96,8,199,General,86.62,17902
78,99,21,198,EWS,86.62,17902
20,81,94,195,SC,86.62,17902
75,36,84,195,SC,86.62,17902
87,99,13,199,General,86.62,17902
95,51,53,199,General,86.62,17902
84,52,63,199,General,86.62,17902
95,94,10,199,General,86.62,17902
74,43,80,197,OBC,86.62,17902
44,75,80,199,General,86.62,17902
92,29,76,197,OBC,86.62,17902
85,36,76,197,OBC,86.62,17902
79,83,33,195,SC,86.62,17902
95,75,27,197,OBC,86.62,17902
51,44,98,193,ST,86.62,17902
74,28,93,195,SC,86.62,17902
49,80,68,197,OBC,86.62,17902
66,62,71,199,General,86.62,17902
48,65,86,199,General,86.62,17902
99,76,18,193,ST,86.62,17902
35,63,97,195,SC,86.62,17902
68,75,52,195,SC,86.62,17902
31,91,75,197,OBC,86.62,17902
85,84,28,197,OBC,86.62,17902
89,70,40,199,General,86.62,17902
86,73,40,199,General,86.62,17902
58,82,58,198,EWS,86.62,17902
75,89,35,199,General,86.62,17902
56,46,93,195,SC,86.62,17902
71,51,73,195,SC,86.62,17902
17,97,85,199,General,86.62,17902
60,84,53,197,OBC,86.62,17902
79,67,51,197,OBC,86.62,17902
69,54,76,199,General,86.62,17902
94,13,88,195,SC,86.62,17902
27,79,92,198,EWS,86.62,17902
58,72,67,197,OBC,86.62,17902
43,100,55,198,EWS,86.62,17902
71,51,75,197,OBC,86.62,17902
18,83,92,193,ST,86.62,17902
78,76,39,193,ST,86.62,17902
91,42,62,195,SC,86.62,17902
96,99,4,199,General,86.62,17902
39,81,77,197,OBC,86.62,17902
45,96,58,199,General,86.62,17902
99,39,59,197,OBC,86.62,17902
6,100,92,198,EWS,86.62,17902
94,43,61,198,EWS,86.62,17902
71,58,66,195,SC,86.62,17902
90,96,11,197,OBC,86.62,17902
79,95,25,199,General,86.62,17902
35,97,67,199,General,86.62,17902
67,33,95,195,SC,86.62,17902
31,86,82,199,General,86.62,17902
65,36,98,199,General,86.62,17902
99,85,15,199,General,86.62,17902
72,86,35,193,ST,86.62,17902
90,27,78,195,SC,86.62,17902
99,52,46,197,OBC,86.62,17902
93,100,2,195,SC,86.62,17902
56,56,85,197,OBC,86.62,17902
85,83,31,199,General,86.62,17902
97,29,73,199,General,86.62,17902
86,56,57,199,General,86.62,17902
93,54,52,199,General,86.62,17902
84,91,23,198,EWS,86.62,17902
81,46,72,199,General,86.62,17902
63,58,78,199,General,86.62,17902
80,50,63,193,ST,86.62,17902
71,95,33,199,General,86.62,17902
65,40,90,195,SC,86.62,17902
67,83,48,198,EWS,86.62,17902
